id_badania,nazwa,opis
910,RTG klatki piersiowej,Standardowe badanie diagnostyczne.
911,Lipidogram,Wymaga przygotowania na czczo.
912,Cytologia,Pomiar funkcji narządów wewnętrznych.
913,Badanie okulistyczne,Wymaga przygotowania na czczo.
914,Echo serca,Wymaga przygotowania na czczo.
915,RTG klatki piersiowej,Stosowane w diagnostyce przewlekłych chorób.
916,Audiometria,Ocena stanu układu krążenia.
917,Test alergiczny,Stosowane w diagnostyce przewlekłych chorób.
918,Lipidogram,Stosowane w diagnostyce przewlekłych chorób.
919,Tomografia komputerowa,Wskazanie do wykonania w ramach profilaktyki.
920,Badanie tarczycy,Zalecane przy podejrzeniu infekcji.
921,EKG,Stosowane w diagnostyce przewlekłych chorób.
922,Badanie przeciwciał,Pomiar funkcji narządów wewnętrznych.
923,Rezonans magnetyczny,Stosowane w diagnostyce przewlekłych chorób.
924,Badanie okulistyczne,Ocena stanu układu krążenia.
925,Badanie kału,Pomiar funkcji narządów wewnętrznych.
926,Badanie moczu,Standardowe badanie diagnostyczne.
927,Badanie okulistyczne,Pomiar funkcji narządów wewnętrznych.
928,Test obciążenia glukozą,Wskazanie do wykonania w ramach profilaktyki.
929,Audiometria,Standardowe badanie diagnostyczne.
930,Tomografia komputerowa,Pomiar funkcji narządów wewnętrznych.
931,Cytologia,Zalecane przy podejrzeniu infekcji.
932,Tomografia komputerowa,Badanie obrazowe wysokiej rozdzielczości.
933,Tomografia komputerowa,Wskazanie do wykonania w ramach profilaktyki.
934,Lipidogram,Wymaga przygotowania na czczo.
935,Lipidogram,Wyniki dostępne w ciągu 24 godzin.
936,Badanie kału,Zalecane przy podejrzeniu infekcji.
937,Kolonoskopia,Stosowane w diagnostyce przewlekłych chorób.
938,Gastroskopia,Badanie obrazowe wysokiej rozdzielczości.
939,Badanie poziomu witaminy D,Badanie obrazowe wysokiej rozdzielczości.
940,Test obciążenia glukozą,Pomiar funkcji narządów wewnętrznych.
941,Badanie poziomu witaminy D,Ocena stanu układu krążenia.
942,Cytologia,Wyniki dostępne w ciągu 24 godzin.
943,Lipidogram,Ocena stanu układu krążenia.
944,Badanie kału,Wyniki dostępne w ciągu 24 godzin.
945,Kolonoskopia,Wyniki dostępne w ciągu 24 godzin.
946,Gastroskopia,Wymaga przygotowania na czczo.
947,Gastroskopia,Wyniki dostępne w ciągu 24 godzin.
948,USG jamy brzusznej,Wyniki dostępne w ciągu 24 godzin.
949,Badanie poziomu witaminy D,Zalecane przy podejrzeniu infekcji.
950,Badanie poziomu cukru,Stosowane w diagnostyce przewlekłych chorób.
951,Badanie poziomu witaminy D,Stosowane w diagnostyce przewlekłych chorób.
952,Badanie kału,Stosowane w diagnostyce przewlekłych chorób.
953,Badanie kału,Wyniki dostępne w ciągu 24 godzin.
954,Test alergiczny,Stosowane w diagnostyce przewlekłych chorób.
955,Badanie tarczycy,Wyniki dostępne w ciągu 24 godzin.
956,Badanie kału,Stosowane w diagnostyce przewlekłych chorób.
957,Test alergiczny,Ocena stanu układu krążenia.
958,Test alergiczny,Standardowe badanie diagnostyczne.
959,Spirometria,Badanie obrazowe wysokiej rozdzielczości.
960,Tomografia komputerowa,Nieinwazyjne i bezbolesne.
961,Badanie kału,Standardowe badanie diagnostyczne.
962,Test obciążenia glukozą,Pomiar funkcji narządów wewnętrznych.
963,Spirometria,Ocena stanu układu krążenia.
964,Rezonans magnetyczny,Stosowane w diagnostyce przewlekłych chorób.
965,Audiometria,Wskazanie do wykonania w ramach profilaktyki.
966,Audiometria,Wymaga przygotowania na czczo.
967,Test obciążenia glukozą,Badanie obrazowe wysokiej rozdzielczości.
968,Badanie przeciwciał,Badanie obrazowe wysokiej rozdzielczości.
969,Test obciążenia glukozą,Wyniki dostępne w ciągu 24 godzin.
970,EKG,Wymaga przygotowania na czczo.
971,Tomografia komputerowa,Zalecane przy podejrzeniu infekcji.
972,Morfologia krwi,Stosowane w diagnostyce przewlekłych chorób.
973,Badanie tarczycy,Nieinwazyjne i bezbolesne.
974,RTG klatki piersiowej,Nieinwazyjne i bezbolesne.
975,EKG,Wskazanie do wykonania w ramach profilaktyki.
976,Test PCR,Standardowe badanie diagnostyczne.
977,Echo serca,Pomiar funkcji narządów wewnętrznych.
978,Gastroskopia,Badanie obrazowe wysokiej rozdzielczości.
979,Cytologia,Wymaga przygotowania na czczo.
980,Gastroskopia,Ocena stanu układu krążenia.
981,Cytologia,Pomiar funkcji narządów wewnętrznych.
982,Echo serca,Stosowane w diagnostyce przewlekłych chorób.
983,Rezonans magnetyczny,Nieinwazyjne i bezbolesne.
984,RTG klatki piersiowej,Wymaga przygotowania na czczo.
985,Morfologia krwi,Standardowe badanie diagnostyczne.
986,Gastroskopia,Wyniki dostępne w ciągu 24 godzin.
987,Test obciążenia glukozą,Ocena stanu układu krążenia.
988,Gastroskopia,Ocena stanu układu krążenia.
989,USG jamy brzusznej,Nieinwazyjne i bezbolesne.
990,Audiometria,Stosowane w diagnostyce przewlekłych chorób.
991,Badanie kału,Stosowane w diagnostyce przewlekłych chorób.
992,RTG klatki piersiowej,Standardowe badanie diagnostyczne.
993,Rezonans magnetyczny,Pomiar funkcji narządów wewnętrznych.
994,EKG,Nieinwazyjne i bezbolesne.
995,Test PCR,Zalecane przy podejrzeniu infekcji.
996,Badanie moczu,Wskazanie do wykonania w ramach profilaktyki.
997,Kolonoskopia,Ocena stanu układu krążenia.
998,Cytologia,Badanie obrazowe wysokiej rozdzielczości.
999,Badanie okulistyczne,Stosowane w diagnostyce przewlekłych chorób.
1000,Badanie poziomu cukru,Wymaga przygotowania na czczo.
1001,Kolonoskopia,Stosowane w diagnostyce przewlekłych chorób.
1002,Kolonoskopia,Wskazanie do wykonania w ramach profilaktyki.
1003,Morfologia krwi,Badanie obrazowe wysokiej rozdzielczości.
1004,Lipidogram,Zalecane przy podejrzeniu infekcji.
1005,Test obciążenia glukozą,Stosowane w diagnostyce przewlekłych chorób.
1006,Badanie moczu,Zalecane przy podejrzeniu infekcji.
1007,Test alergiczny,Pomiar funkcji narządów wewnętrznych.
1008,Holter EKG,Wyniki dostępne w ciągu 24 godzin.
1009,Badanie moczu,Wyniki dostępne w ciągu 24 godzin.
1010,Badanie okulistyczne,Pomiar funkcji narządów wewnętrznych.
1011,Badanie poziomu cukru,Ocena stanu układu krążenia.
1012,Badanie kału,Zalecane przy podejrzeniu infekcji.
1013,USG jamy brzusznej,Wymaga przygotowania na czczo.
1014,Holter EKG,Badanie obrazowe wysokiej rozdzielczości.
1015,Cytologia,Standardowe badanie diagnostyczne.
1016,Badanie moczu,Wyniki dostępne w ciągu 24 godzin.
1017,Tomografia komputerowa,Wymaga przygotowania na czczo.
1018,Lipidogram,Nieinwazyjne i bezbolesne.
1019,Badanie hormonalne,Nieinwazyjne i bezbolesne.
1020,RTG klatki piersiowej,Wymaga przygotowania na czczo.
1021,Badanie moczu,Wyniki dostępne w ciągu 24 godzin.
1022,Badanie tarczycy,Wyniki dostępne w ciągu 24 godzin.
1023,Tomografia komputerowa,Wyniki dostępne w ciągu 24 godzin.
1024,Lipidogram,Wymaga przygotowania na czczo.
1025,Badanie przeciwciał,Zalecane przy podejrzeniu infekcji.
1026,Morfologia krwi,Wyniki dostępne w ciągu 24 godzin.
1027,Badanie kału,Wskazanie do wykonania w ramach profilaktyki.
1028,Badanie okulistyczne,Stosowane w diagnostyce przewlekłych chorób.
1029,Lipidogram,Badanie obrazowe wysokiej rozdzielczości.
1030,Audiometria,Ocena stanu układu krążenia.
1031,Holter EKG,Standardowe badanie diagnostyczne.
1032,RTG klatki piersiowej,Badanie obrazowe wysokiej rozdzielczości.
1033,Badanie przeciwciał,Pomiar funkcji narządów wewnętrznych.
1034,Badanie okulistyczne,Nieinwazyjne i bezbolesne.
1035,Test obciążenia glukozą,Wyniki dostępne w ciągu 24 godzin.
1036,Badanie poziomu cukru,Stosowane w diagnostyce przewlekłych chorób.
1037,RTG klatki piersiowej,Nieinwazyjne i bezbolesne.
1038,Badanie przeciwciał,Zalecane przy podejrzeniu infekcji.
1039,Badanie przeciwciał,Wskazanie do wykonania w ramach profilaktyki.
1040,Badanie tarczycy,Wyniki dostępne w ciągu 24 godzin.
1041,USG jamy brzusznej,Wskazanie do wykonania w ramach profilaktyki.
1042,Test alergiczny,Wymaga przygotowania na czczo.
1043,RTG klatki piersiowej,Wyniki dostępne w ciągu 24 godzin.
1044,Badanie moczu,Pomiar funkcji narządów wewnętrznych.
1045,RTG klatki piersiowej,Nieinwazyjne i bezbolesne.
1046,Badanie kału,Badanie obrazowe wysokiej rozdzielczości.
1047,Cytologia,Standardowe badanie diagnostyczne.
1048,Tomografia komputerowa,Nieinwazyjne i bezbolesne.
1049,Holter EKG,Stosowane w diagnostyce przewlekłych chorób.
1050,Test alergiczny,Ocena stanu układu krążenia.
1051,Badanie poziomu cukru,Pomiar funkcji narządów wewnętrznych.
1052,Tomografia komputerowa,Wskazanie do wykonania w ramach profilaktyki.
1053,Test PCR,Pomiar funkcji narządów wewnętrznych.
1054,Audiometria,Nieinwazyjne i bezbolesne.
1055,Badanie moczu,Wymaga przygotowania na czczo.
1056,Rezonans magnetyczny,Badanie obrazowe wysokiej rozdzielczości.
1057,Rezonans magnetyczny,Stosowane w diagnostyce przewlekłych chorób.
1058,Badanie kału,Standardowe badanie diagnostyczne.
1059,Rezonans magnetyczny,Standardowe badanie diagnostyczne.
1060,Rezonans magnetyczny,Pomiar funkcji narządów wewnętrznych.
1061,Badanie poziomu cukru,Stosowane w diagnostyce przewlekłych chorób.
1062,EKG,Wymaga przygotowania na czczo.
1063,Badanie moczu,Standardowe badanie diagnostyczne.
1064,Badanie kału,Standardowe badanie diagnostyczne.
1065,Badanie kału,Wymaga przygotowania na czczo.
1066,Test alergiczny,Ocena stanu układu krążenia.
1067,Badanie tarczycy,Wskazanie do wykonania w ramach profilaktyki.
1068,USG jamy brzusznej,Zalecane przy podejrzeniu infekcji.
1069,Badanie hormonalne,Ocena stanu układu krążenia.
1070,Badanie tarczycy,Pomiar funkcji narządów wewnętrznych.
1071,Morfologia krwi,Wskazanie do wykonania w ramach profilaktyki.
1072,Lipidogram,Nieinwazyjne i bezbolesne.
1073,Test PCR,Wskazanie do wykonania w ramach profilaktyki.
1074,Badanie poziomu witaminy D,Stosowane w diagnostyce przewlekłych chorób.
1075,Cytologia,Pomiar funkcji narządów wewnętrznych.
1076,Badanie kału,Standardowe badanie diagnostyczne.
1077,Tomografia komputerowa,Wyniki dostępne w ciągu 24 godzin.
1078,Badanie przeciwciał,Pomiar funkcji narządów wewnętrznych.
1079,Badanie moczu,Standardowe badanie diagnostyczne.
1080,USG jamy brzusznej,Nieinwazyjne i bezbolesne.
1081,Badanie kału,Stosowane w diagnostyce przewlekłych chorób.
1082,Holter EKG,Wyniki dostępne w ciągu 24 godzin.
1083,Echo serca,Nieinwazyjne i bezbolesne.
1084,Badanie kału,Standardowe badanie diagnostyczne.
1085,Badanie moczu,Wyniki dostępne w ciągu 24 godzin.
1086,Badanie okulistyczne,Nieinwazyjne i bezbolesne.
1087,RTG klatki piersiowej,Nieinwazyjne i bezbolesne.
1088,Holter EKG,Wyniki dostępne w ciągu 24 godzin.
1089,Badanie tarczycy,Zalecane przy podejrzeniu infekcji.
1090,Test obciążenia glukozą,Standardowe badanie diagnostyczne.
1091,USG jamy brzusznej,Wskazanie do wykonania w ramach profilaktyki.
1092,Badanie okulistyczne,Nieinwazyjne i bezbolesne.
1093,Tomografia komputerowa,Nieinwazyjne i bezbolesne.
1094,Gastroskopia,Standardowe badanie diagnostyczne.
1095,Cytologia,Standardowe badanie diagnostyczne.
1096,Badanie tarczycy,Ocena stanu układu krążenia.
1097,Test alergiczny,Badanie obrazowe wysokiej rozdzielczości.
1098,Badanie tarczycy,Zalecane przy podejrzeniu infekcji.
1099,Echo serca,Wskazanie do wykonania w ramach profilaktyki.
1100,Kolonoskopia,Wyniki dostępne w ciągu 24 godzin.
1101,Lipidogram,Zalecane przy podejrzeniu infekcji.
1102,Badanie poziomu witaminy D,Stosowane w diagnostyce przewlekłych chorób.
1103,Tomografia komputerowa,Wyniki dostępne w ciągu 24 godzin.
1104,RTG klatki piersiowej,Ocena stanu układu krążenia.
1105,Cytologia,Badanie obrazowe wysokiej rozdzielczości.
1106,Badanie kału,Badanie obrazowe wysokiej rozdzielczości.
1107,Badanie tarczycy,Nieinwazyjne i bezbolesne.
1108,Badanie hormonalne,Wskazanie do wykonania w ramach profilaktyki.
1109,Badanie przeciwciał,Nieinwazyjne i bezbolesne.
1110,Kolonoskopia,Badanie obrazowe wysokiej rozdzielczości.
1111,USG jamy brzusznej,Nieinwazyjne i bezbolesne.
1112,Rezonans magnetyczny,Pomiar funkcji narządów wewnętrznych.
1113,Badanie poziomu witaminy D,Standardowe badanie diagnostyczne.
1114,Test obciążenia glukozą,Pomiar funkcji narządów wewnętrznych.
1115,Badanie poziomu cukru,Ocena stanu układu krążenia.
1116,Test PCR,Badanie obrazowe wysokiej rozdzielczości.
1117,Gastroskopia,Wyniki dostępne w ciągu 24 godzin.
1118,Spirometria,Nieinwazyjne i bezbolesne.
1119,Badanie kału,Wskazanie do wykonania w ramach profilaktyki.
1120,Badanie kału,Wymaga przygotowania na czczo.
1121,Badanie tarczycy,Stosowane w diagnostyce przewlekłych chorób.
1122,Test PCR,Zalecane przy podejrzeniu infekcji.
1123,Tomografia komputerowa,Zalecane przy podejrzeniu infekcji.
1124,Rezonans magnetyczny,Zalecane przy podejrzeniu infekcji.
1125,USG jamy brzusznej,Standardowe badanie diagnostyczne.
1126,EKG,Badanie obrazowe wysokiej rozdzielczości.
1127,Badanie tarczycy,Badanie obrazowe wysokiej rozdzielczości.
1128,RTG klatki piersiowej,Wymaga przygotowania na czczo.
1129,Badanie okulistyczne,Pomiar funkcji narządów wewnętrznych.
1130,Badanie okulistyczne,Badanie obrazowe wysokiej rozdzielczości.
1131,Lipidogram,Stosowane w diagnostyce przewlekłych chorób.
1132,RTG klatki piersiowej,Zalecane przy podejrzeniu infekcji.
1133,Badanie tarczycy,Standardowe badanie diagnostyczne.
1134,Echo serca,Wyniki dostępne w ciągu 24 godzin.
1135,Badanie okulistyczne,Standardowe badanie diagnostyczne.
1136,Badanie przeciwciał,Wymaga przygotowania na czczo.
1137,Badanie poziomu witaminy D,Nieinwazyjne i bezbolesne.
1138,Cytologia,Zalecane przy podejrzeniu infekcji.
1139,Test obciążenia glukozą,Stosowane w diagnostyce przewlekłych chorób.
1140,Badanie poziomu witaminy D,Wyniki dostępne w ciągu 24 godzin.
1141,Badanie okulistyczne,Pomiar funkcji narządów wewnętrznych.
1142,Tomografia komputerowa,Stosowane w diagnostyce przewlekłych chorób.
1143,Kolonoskopia,Zalecane przy podejrzeniu infekcji.
1144,Echo serca,Zalecane przy podejrzeniu infekcji.
1145,Tomografia komputerowa,Nieinwazyjne i bezbolesne.
1146,Rezonans magnetyczny,Wskazanie do wykonania w ramach profilaktyki.
1147,Badanie poziomu cukru,Wyniki dostępne w ciągu 24 godzin.
1148,Badanie kału,Wymaga przygotowania na czczo.
1149,Holter EKG,Wskazanie do wykonania w ramach profilaktyki.
1150,Tomografia komputerowa,Nieinwazyjne i bezbolesne.
1151,Morfologia krwi,Pomiar funkcji narządów wewnętrznych.
1152,Gastroskopia,Nieinwazyjne i bezbolesne.
1153,Rezonans magnetyczny,Zalecane przy podejrzeniu infekcji.
1154,Badanie poziomu cukru,Nieinwazyjne i bezbolesne.
1155,Badanie poziomu cukru,Pomiar funkcji narządów wewnętrznych.
1156,Badanie hormonalne,Wyniki dostępne w ciągu 24 godzin.
1157,Test obciążenia glukozą,Ocena stanu układu krążenia.
1158,Badanie moczu,Wymaga przygotowania na czczo.
1159,Audiometria,Standardowe badanie diagnostyczne.
1160,Badanie okulistyczne,Badanie obrazowe wysokiej rozdzielczości.
1161,Badanie moczu,Wymaga przygotowania na czczo.
1162,Gastroskopia,Wyniki dostępne w ciągu 24 godzin.
1163,Gastroskopia,Wskazanie do wykonania w ramach profilaktyki.
1164,Morfologia krwi,Wyniki dostępne w ciągu 24 godzin.
1165,Spirometria,Badanie obrazowe wysokiej rozdzielczości.
1166,Echo serca,Badanie obrazowe wysokiej rozdzielczości.
1167,Badanie poziomu witaminy D,Stosowane w diagnostyce przewlekłych chorób.
1168,Kolonoskopia,Standardowe badanie diagnostyczne.
1169,Test alergiczny,Wskazanie do wykonania w ramach profilaktyki.
1170,Morfologia krwi,Nieinwazyjne i bezbolesne.
1171,Morfologia krwi,Pomiar funkcji narządów wewnętrznych.
1172,Badanie poziomu witaminy D,Ocena stanu układu krążenia.
1173,Test PCR,Badanie obrazowe wysokiej rozdzielczości.
1174,Badanie hormonalne,Pomiar funkcji narządów wewnętrznych.
1175,USG jamy brzusznej,Stosowane w diagnostyce przewlekłych chorób.
1176,Test PCR,Pomiar funkcji narządów wewnętrznych.
1177,Badanie moczu,Wskazanie do wykonania w ramach profilaktyki.
1178,Echo serca,Wyniki dostępne w ciągu 24 godzin.
1179,Badanie poziomu witaminy D,Nieinwazyjne i bezbolesne.
1180,Badanie poziomu cukru,Ocena stanu układu krążenia.
1181,Badanie przeciwciał,Wymaga przygotowania na czczo.
1182,Tomografia komputerowa,Stosowane w diagnostyce przewlekłych chorób.
1183,Audiometria,Pomiar funkcji narządów wewnętrznych.
1184,Lipidogram,Wymaga przygotowania na czczo.
1185,Test alergiczny,Nieinwazyjne i bezbolesne.
1186,Badanie tarczycy,Wskazanie do wykonania w ramach profilaktyki.
1187,Echo serca,Pomiar funkcji narządów wewnętrznych.
1188,Tomografia komputerowa,Nieinwazyjne i bezbolesne.
1189,Cytologia,Stosowane w diagnostyce przewlekłych chorób.
1190,Rezonans magnetyczny,Standardowe badanie diagnostyczne.
1191,Lipidogram,Zalecane przy podejrzeniu infekcji.
1192,Badanie poziomu cukru,Pomiar funkcji narządów wewnętrznych.
1193,Holter EKG,Zalecane przy podejrzeniu infekcji.
1194,Rezonans magnetyczny,Stosowane w diagnostyce przewlekłych chorób.
1195,Rezonans magnetyczny,Standardowe badanie diagnostyczne.
1196,Badanie przeciwciał,Pomiar funkcji narządów wewnętrznych.
1197,Test obciążenia glukozą,Nieinwazyjne i bezbolesne.
1198,Rezonans magnetyczny,Stosowane w diagnostyce przewlekłych chorób.
1199,Gastroskopia,Zalecane przy podejrzeniu infekcji.
1200,USG jamy brzusznej,Pomiar funkcji narządów wewnętrznych.
1201,Test PCR,Ocena stanu układu krążenia.
1202,Badanie moczu,Standardowe badanie diagnostyczne.
1203,Rezonans magnetyczny,Stosowane w diagnostyce przewlekłych chorób.
1204,Kolonoskopia,Pomiar funkcji narządów wewnętrznych.
1205,Test PCR,Stosowane w diagnostyce przewlekłych chorób.
1206,Badanie poziomu cukru,Wymaga przygotowania na czczo.
1207,Lipidogram,Wymaga przygotowania na czczo.
1208,Badanie tarczycy,Nieinwazyjne i bezbolesne.
1209,Badanie przeciwciał,Ocena stanu układu krążenia.
1210,Tomografia komputerowa,Stosowane w diagnostyce przewlekłych chorób.
1211,Audiometria,Wyniki dostępne w ciągu 24 godzin.
1212,Badanie hormonalne,Nieinwazyjne i bezbolesne.
1213,RTG klatki piersiowej,Ocena stanu układu krążenia.
1214,Badanie poziomu cukru,Zalecane przy podejrzeniu infekcji.
1215,Kolonoskopia,Wyniki dostępne w ciągu 24 godzin.
1216,Badanie poziomu witaminy D,Badanie obrazowe wysokiej rozdzielczości.
1217,Morfologia krwi,Badanie obrazowe wysokiej rozdzielczości.
1218,Kolonoskopia,Zalecane przy podejrzeniu infekcji.
1219,Badanie moczu,Wymaga przygotowania na czczo.
1220,Audiometria,Zalecane przy podejrzeniu infekcji.
1221,Badanie kału,Badanie obrazowe wysokiej rozdzielczości.
1222,Test PCR,Standardowe badanie diagnostyczne.
1223,RTG klatki piersiowej,Wyniki dostępne w ciągu 24 godzin.
1224,Test obciążenia glukozą,Badanie obrazowe wysokiej rozdzielczości.
1225,Badanie kału,Nieinwazyjne i bezbolesne.
1226,USG jamy brzusznej,Zalecane przy podejrzeniu infekcji.
1227,Tomografia komputerowa,Nieinwazyjne i bezbolesne.
1228,EKG,Nieinwazyjne i bezbolesne.
1229,USG jamy brzusznej,Pomiar funkcji narządów wewnętrznych.
1230,Audiometria,Wyniki dostępne w ciągu 24 godzin.
1231,Spirometria,Zalecane przy podejrzeniu infekcji.
1232,Badanie okulistyczne,Pomiar funkcji narządów wewnętrznych.
1233,Holter EKG,Nieinwazyjne i bezbolesne.
1234,Lipidogram,Badanie obrazowe wysokiej rozdzielczości.
1235,Lipidogram,Badanie obrazowe wysokiej rozdzielczości.
1236,Echo serca,Ocena stanu układu krążenia.
1237,Gastroskopia,Standardowe badanie diagnostyczne.
1238,EKG,Stosowane w diagnostyce przewlekłych chorób.
1239,EKG,Badanie obrazowe wysokiej rozdzielczości.
1240,Kolonoskopia,Wyniki dostępne w ciągu 24 godzin.
1241,Holter EKG,Badanie obrazowe wysokiej rozdzielczości.
1242,RTG klatki piersiowej,Ocena stanu układu krążenia.
1243,Gastroskopia,Wyniki dostępne w ciągu 24 godzin.
1244,Test PCR,Nieinwazyjne i bezbolesne.
1245,Badanie hormonalne,Standardowe badanie diagnostyczne.
1246,RTG klatki piersiowej,Ocena stanu układu krążenia.
1247,Tomografia komputerowa,Stosowane w diagnostyce przewlekłych chorób.
1248,Spirometria,Wskazanie do wykonania w ramach profilaktyki.
1249,Badanie tarczycy,Badanie obrazowe wysokiej rozdzielczości.
1250,Echo serca,Wymaga przygotowania na czczo.
1251,Kolonoskopia,Badanie obrazowe wysokiej rozdzielczości.
1252,Kolonoskopia,Ocena stanu układu krążenia.
1253,Badanie przeciwciał,Ocena stanu układu krążenia.
1254,Gastroskopia,Ocena stanu układu krążenia.
1255,Audiometria,Wyniki dostępne w ciągu 24 godzin.
1256,Test PCR,Zalecane przy podejrzeniu infekcji.
1257,Badanie poziomu witaminy D,Ocena stanu układu krążenia.
1258,Audiometria,Nieinwazyjne i bezbolesne.
1259,Badanie moczu,Wyniki dostępne w ciągu 24 godzin.
1260,Badanie hormonalne,Nieinwazyjne i bezbolesne.
1261,EKG,Stosowane w diagnostyce przewlekłych chorób.
1262,Rezonans magnetyczny,Ocena stanu układu krążenia.
1263,Rezonans magnetyczny,Nieinwazyjne i bezbolesne.
1264,USG jamy brzusznej,Wymaga przygotowania na czczo.
1265,Tomografia komputerowa,Standardowe badanie diagnostyczne.
1266,Gastroskopia,Zalecane przy podejrzeniu infekcji.
1267,RTG klatki piersiowej,Wyniki dostępne w ciągu 24 godzin.
1268,Tomografia komputerowa,Stosowane w diagnostyce przewlekłych chorób.
1269,Test alergiczny,Badanie obrazowe wysokiej rozdzielczości.
1270,Badanie moczu,Zalecane przy podejrzeniu infekcji.
1271,Gastroskopia,Wskazanie do wykonania w ramach profilaktyki.
1272,Spirometria,Stosowane w diagnostyce przewlekłych chorób.
1273,Test PCR,Zalecane przy podejrzeniu infekcji.
1274,USG jamy brzusznej,Wskazanie do wykonania w ramach profilaktyki.
1275,Badanie poziomu witaminy D,Wskazanie do wykonania w ramach profilaktyki.
1276,Rezonans magnetyczny,Ocena stanu układu krążenia.
1277,Test obciążenia glukozą,Stosowane w diagnostyce przewlekłych chorób.
1278,Badanie poziomu witaminy D,Stosowane w diagnostyce przewlekłych chorób.
1279,Test alergiczny,Stosowane w diagnostyce przewlekłych chorób.
1280,Badanie okulistyczne,Badanie obrazowe wysokiej rozdzielczości.
1281,EKG,Nieinwazyjne i bezbolesne.
1282,Spirometria,Wymaga przygotowania na czczo.
1283,EKG,Badanie obrazowe wysokiej rozdzielczości.
1284,Morfologia krwi,Standardowe badanie diagnostyczne.
1285,Badanie kału,Ocena stanu układu krążenia.
1286,Lipidogram,Ocena stanu układu krążenia.
1287,Morfologia krwi,Nieinwazyjne i bezbolesne.
1288,Badanie okulistyczne,Standardowe badanie diagnostyczne.
1289,RTG klatki piersiowej,Standardowe badanie diagnostyczne.
1290,Cytologia,Wymaga przygotowania na czczo.
1291,Audiometria,Nieinwazyjne i bezbolesne.
1292,Holter EKG,Pomiar funkcji narządów wewnętrznych.
1293,Badanie moczu,Badanie obrazowe wysokiej rozdzielczości.
1294,Badanie poziomu cukru,Wymaga przygotowania na czczo.
1295,EKG,Standardowe badanie diagnostyczne.
1296,Kolonoskopia,Standardowe badanie diagnostyczne.
1297,Kolonoskopia,Nieinwazyjne i bezbolesne.
1298,Test alergiczny,Wymaga przygotowania na czczo.
1299,Spirometria,Wymaga przygotowania na czczo.
1300,Holter EKG,Standardowe badanie diagnostyczne.
1301,Cytologia,Badanie obrazowe wysokiej rozdzielczości.
1302,Badanie okulistyczne,Nieinwazyjne i bezbolesne.
1303,Lipidogram,Stosowane w diagnostyce przewlekłych chorób.
1304,Tomografia komputerowa,Stosowane w diagnostyce przewlekłych chorób.
1305,Test PCR,Stosowane w diagnostyce przewlekłych chorób.
1306,RTG klatki piersiowej,Standardowe badanie diagnostyczne.
1307,Badanie tarczycy,Ocena stanu układu krążenia.
1308,Holter EKG,Ocena stanu układu krążenia.
1309,Tomografia komputerowa,Wskazanie do wykonania w ramach profilaktyki.
1310,Test PCR,Ocena stanu układu krążenia.
1311,Badanie kału,Wymaga przygotowania na czczo.
1312,Tomografia komputerowa,Badanie obrazowe wysokiej rozdzielczości.
1313,Badanie moczu,Badanie obrazowe wysokiej rozdzielczości.
1314,Badanie poziomu witaminy D,Ocena stanu układu krążenia.
1315,Badanie hormonalne,Wymaga przygotowania na czczo.
1316,Badanie moczu,Wskazanie do wykonania w ramach profilaktyki.
1317,Lipidogram,Zalecane przy podejrzeniu infekcji.
1318,Spirometria,Pomiar funkcji narządów wewnętrznych.
1319,Badanie przeciwciał,Zalecane przy podejrzeniu infekcji.
1320,Badanie przeciwciał,Badanie obrazowe wysokiej rozdzielczości.
1321,Test PCR,Ocena stanu układu krążenia.
1322,Tomografia komputerowa,Ocena stanu układu krążenia.
1323,Badanie tarczycy,Zalecane przy podejrzeniu infekcji.
1324,Badanie kału,Ocena stanu układu krążenia.
1325,Holter EKG,Wyniki dostępne w ciągu 24 godzin.
1326,Test PCR,Zalecane przy podejrzeniu infekcji.
1327,Morfologia krwi,Zalecane przy podejrzeniu infekcji.
1328,Badanie moczu,Nieinwazyjne i bezbolesne.
1329,Badanie hormonalne,Badanie obrazowe wysokiej rozdzielczości.
1330,Tomografia komputerowa,Wymaga przygotowania na czczo.
1331,Badanie kału,Stosowane w diagnostyce przewlekłych chorób.
1332,Rezonans magnetyczny,Zalecane przy podejrzeniu infekcji.
1333,Badanie hormonalne,Badanie obrazowe wysokiej rozdzielczości.
1334,Spirometria,Wymaga przygotowania na czczo.
1335,Cytologia,Nieinwazyjne i bezbolesne.
1336,Badanie tarczycy,Stosowane w diagnostyce przewlekłych chorób.
1337,Audiometria,Zalecane przy podejrzeniu infekcji.
1338,Spirometria,Wskazanie do wykonania w ramach profilaktyki.
1339,Kolonoskopia,Standardowe badanie diagnostyczne.
1340,Badanie poziomu cukru,Wskazanie do wykonania w ramach profilaktyki.
1341,Echo serca,Ocena stanu układu krążenia.
1342,EKG,Standardowe badanie diagnostyczne.
1343,Lipidogram,Pomiar funkcji narządów wewnętrznych.
1344,Test obciążenia glukozą,Nieinwazyjne i bezbolesne.
1345,Morfologia krwi,Badanie obrazowe wysokiej rozdzielczości.
1346,Spirometria,Zalecane przy podejrzeniu infekcji.
1347,Badanie przeciwciał,Wyniki dostępne w ciągu 24 godzin.
1348,Badanie kału,Zalecane przy podejrzeniu infekcji.
1349,Badanie poziomu witaminy D,Nieinwazyjne i bezbolesne.
1350,Badanie tarczycy,Stosowane w diagnostyce przewlekłych chorób.
