id_miejscowosc,nazwa,id_gmina
4665,Mokra Olszyny,524
4666,Słoneczna Piasknik,292
4667,Czerwona Sosnęta,429
4668,Pusta Dębncze,181
4669,Leśna Łęgnik,390
4670,Mokra Sosnno,551
4671,Mętna Lisyce,67
4672,Czerwona Cisów,334
4673,Mała Korytno,554
4674,Gładka Wierzchek,386
4675,Zielona Ropów,578
4676,Ostra Kobylnica,361
4677,Wielka Białnik,363
4678,Nowy Ropówka,219
4679,Radosna Wierzchisko,402
4680,Ciepła Czernek,94
4681,Nowy Kamienów,419
4682,Mały Borkek,516
4683,Mała Wierzchnica,146
4684,Cicha Kobylnik,488
4685,Mała Dębnowo,397
4686,Złota Lisisko,28
4687,Cicha Wilkówka,228
4688,Krzywa Borków,152
4689,Łęgice,412
4690,Złota Pustkowie,219
4691,Mała Krzywówka,208
4692,Krzywa Kamiencze,462
4693,Złota Wierzchyce,151
4694,Czerwona Krzywówka,189
4695,Biała Świerki,71
4696,Dolna Sosny,381
4697,Mała Topolnik,442
4698,Cicha Zawadnica,251
4699,Mętna Miechanka,514
4700,Wesoła Stawęta,495
4701,Miła Piaskno,284
4702,Cichy Lisin,359
4703,Mokra Kamienno,558
4704,Nowy Wierzchice,495
4705,Gładka Grabowo,100
4706,Biała Stawnik,531
4707,Zimna Lisice,237
4708,Górna Lisyce,427
4709,Miła Cisów,405
4710,Błękitna Borkówka,423
4711,Dolny Dolina,145
4712,Szeroka Topolęta,574
4713,Radosna Ropówka,373
4714,Ostra Zdrój,355
4715,Mała Kamiencze,354
4716,Czarna Olszówka,451
4717,Wielki Dębnanka,392
4718,Bagnista Korytówka,481
4719,Cichy Krzywowo,441
4720,Wielka Lisówka,17
4721,Stary Borknik,431
4722,Górny Krzywanka,559
4723,Wielka Lisęta,404
4724,Spokojna Wierzchówka,536
4725,Wielka Rudnica,538
4726,Cicha Sulisław,215
4727,Wilcza Złotisko,453
4728,Pusta Brzoznica,292
4729,Leśna Tarnów,463
4730,Dolna Grabnik,38
4731,Cicha Łęgin,162
4732,Górna Topolanka,203
4733,Zielony Borkanka,509
4734,Spokojna Zawadanka,31
4735,Twarda Korytów,129
4736,Górny Strumno,434
4737,Krzywa Wierzchówka,365
4738,Biała Krzywnica,383
4739,Twarda Dębnek,390
4740,Nowy Strumowo,89
4741,Zielona Łęgcze,248
4742,Krzywa Miechówka,1
4743,Ciepła Korytów,234
4744,Miła Dębnisko,128
4745,Złota Korytnica,203
4746,Wesoła Sosnów,86
4747,Dolny Zdrój,111
4748,Ostra Uroczysko,162
4749,Stawnica,331
4750,Nowy Borkęta,580
4751,Ostra Borkyce,562
4752,Dolna Korytnica,140
4753,Stary Borkowo,113
4754,Błękitna Korytin,147
4755,Stary Wierzchyce,469
4756,Cichy Ropów,463
4757,Mała Sosnowiec,109
4758,Mała Korytcze,516
4759,Wielki Sosnnik,2
4760,Sucha Strumno,552
4761,Wielki Sosnów,211
4762,Zielona Krzywin,274
4763,Czarny Kamienisko,4
4764,Pusta Skrzynka,180
4765,Cicha Odranka,493
4766,Piaszczysta Miechęta,478
4767,Spokojna Brzozów,355
4768,Górny Krzywowo,590
4769,Leśna Dębnice,121
4770,Piaszczysta Łany,371
4771,Ostra Rudcze,435
4772,Pusta Białów,469
4773,Wysoka Białów,521
4774,Górna Smugi,63
4775,Ropno,34
4776,Wilcza Strumek,569
4777,Pusta Grabin,521
4778,Gliniana Złotanka,284
4779,Czarny Dębncze,243
4780,Kręta Kamienek,446
4781,Krzywa Krzywin,333
4782,Wesoła Dębncze,136
4783,Dolny Piaskice,207
4784,Spokojna Łęgnica,358
4785,Bagnista Łęgowo,169
4786,Leśna Głogów,520
4787,Mokra Grabin,258
4788,Szeroka Żabinówka,110
4789,Nowy Krzywno,103
4790,Stary Zawadów,23
4791,Zielony Miechice,417
4792,Wesoła Wierzchnik,260
4793,Biała Topolisko,405
4794,Ciepła Stawek,493
4795,Wysoka Topolcze,167
4796,Zielony Kamienice,373
4797,Biała Kamienęta,36
4798,Bagnista Grabek,364
4799,Radosna Korytnik,121
4800,Cichy Bielawa,227
4801,Mokra Piaskice,282
4802,Czarna Kamiennica,44
4803,Czerwona Białnica,404
4804,Górny Żabinisko,436
4805,Wesoła Zawadanka,38
4806,Krzeszów,299
4807,Górna Dębnisko,404
4808,Nowy Grabnica,133
4809,Błękitna Wierzchęta,111
4810,Zimna Kobylice,170
4811,Kręta Żabinno,45
4812,Pusta Czernowo,497
4813,Dolna Borkęta,42
4814,Nowa Korytanka,213
4815,Nowa Czerncze,291
4816,Zielony Złotów,337
4817,Czerwona Lisęta,457
4818,Czarna Złotnica,431
4819,Wilcza Kamienów,571
4820,Wydłużona Czernnik,33
4821,Sucha Odrno,487
4822,Ciepła Białin,492
4823,Czarna Borknica,310
4824,Bagnista Grabnica,560
4825,Zielona Sosny,313
4826,Pusta Krzywek,353
4827,Ciepła Ropnica,7
4828,Cicha Strumanka,492
4829,Zielona Liscze,494
4830,Wilcza Dębnek,485
4831,Wielka Białów,249
4832,Nowa Stawanka,576
4833,Biała Białisko,388
4834,Miła Piaskisko,178
4835,Słoneczna Korytów,388
4836,Spokojna Brzozek,493
4837,Cichy Sosncze,356
4838,Piaszczysta Zawadówka,459
4839,Kręta Wadowice,168
4840,Dolna Korytisko,231
4841,Stary Źródło,75
4842,Bagnista Rudin,378
4843,Górna Dębnów,395
4844,Stara Rudówka,368
4845,Słoneczna Grabcze,204
4846,Nowa Stawin,568
4847,Grabcze,45
4848,Mały Topolnica,135
4849,Gliniana Odrcze,401
4850,Dolna Ropek,511
4851,Krzywa Krosno,370
4852,Wielki Borkno,199
4853,Radom,86
4854,Wilcza Brzoznik,410
4855,Wysoka Miechęta,141
4856,Zielony Strumin,219
4857,Wilcza Łęgowo,367
4858,Ciepła Topolęta,202
4859,Pusta Lisisko,69
4860,Górny Białek,19
4861,Zimna Wierzchno,20
4862,Bagnista Zawadice,41
4863,Sucha Miechnica,443
4864,Górna Zawadęta,235
4865,Nowy Rudęta,539
4866,Ostra Zagórze,249
4867,Mała Złotanka,155
4868,Słoneczna Kobylek,76
4869,Ciepła Piaskcze,413
4870,Mały Czernisko,207
4871,Radosna Wilkcze,326
4872,Szeroka Krzywnik,437
4873,Słoneczna Lisisko,50
4874,Mała Korytanka,272
4875,Słoneczna Złotisko,593
4876,Stara Przemyśl,490
4877,Czarna Wilkin,354
4878,Nowa Topolisko,485
4879,Wysoka Czerncze,254
4880,Wielka Jary,254
4881,Dębnek,400
4882,Ostra Topolcze,402
4883,Górna Ropówka,508
4884,Stara Las,467
4885,Zielony Korytowo,44
4886,Dolny Sosnek,64
4887,Wysoka Ropęta,451
4888,Słoneczna Stawyce,163
4889,Borkice,277
4890,Biała Białnica,84
4891,Zielona Miechek,546
4892,Piaszczysta Brzozanka,535
4893,Krzywa Czernanka,304
4894,Nowa Strumisko,405
4895,Zimna Ropin,362
4896,Gliniana Korytisko,541
4897,Ciepła Dębnice,112
4898,Ciepła Wierzchowo,393
4899,Krzywa Łąka,98
4900,Czarna Krzywanka,71
4901,Ropowo,580
4902,Zielony Brzozów,398
4903,Wesoła Olszyny,590
4904,Spokojna Czernęta,103
4905,Kręta Czernyce,439
4906,Zimna Zarośle,86
4907,Gliniana Złotowo,383
4908,Leśna Wierzchów,570
4909,Piaszczysta Wierzchówka,151
4910,Zimna Odrice,261
4911,Bagnista Złotice,287
4912,Krzywa Kamienówka,306
4913,Radosna Wilkowo,501
4914,Nowa Wierzchów,392
4915,Zimna Brzozek,388
4916,Biała Miechów,252
4917,Piaszczysta Dębnnik,304
4918,Czarny Zawadowo,509
4919,Zimna Białnica,461
4920,Zimna Odrowo,154
4921,Górny Żabinice,147
4922,Pusta Brzozów,479
4923,Słoneczna Lisów,200
4924,Czarna Czernno,59
4925,Złota Krzywnica,530
4926,Czarny Odrisko,511
4927,Kręta Złotyce,149
4928,Piaszczysta Topolyce,316
4929,Mała Dębnnica,33
4930,Szeroka Wilkcze,318
4931,Nowa Modrzew,405
4932,Sucha Wilkek,560
4933,Słoneczna Borkyce,379
4934,Nowy Piaskin,329
4935,Wesoła Gościniec,177
4936,Miła Strumcze,172
4937,Gliniana Krzywanka,60
4938,Złota Łąka,545
4939,Stara Wierzchęta,246
4940,Mała Kobylcze,262
4941,Dolny Krzywno,154
4942,Gliniana Ropisko,243
4943,Krzywa Białek,28
4944,Wielka Strumin,229
4945,Mokra Kamiennik,5
4946,Zielony Kamienin,356
4947,Radosna Kobylek,319
4948,Twarda Topolice,563
4949,Błękitna Staw,64
4950,Szeroka Dolina,151
4951,Mokra Sosny,16
4952,Słoneczna Brzozin,185
4953,Nowa Wierzchęta,359
4954,Nowy Wilkno,507
4955,Nowa Topolanka,364
4956,Wielka Miechów,461
4957,Dolny Stawówka,289
4958,Czarna Struga,210
4959,Zielony Krzywęta,161
4960,Błękitna Topolice,374
4961,Błękitna Łęgęta,320
4962,Piaszczysta Jary,566
4963,Wielki Białów,423
4964,Piaszczysta Borkyce,459
4965,Wielka Wadowice,478
4966,Słoneczna Ropęta,113
4967,Cicha Kamienek,317
4968,Mała Grabcze,325
4969,Nowy Łęgice,92
4970,Dolny Łęgek,76
4971,Bagnista Odrowo,43
4972,Słoneczna Dębnowo,15
4973,Zimna Korytęta,553
4974,Miła Uroczysko,444
4975,Mały Złotek,167
4976,Wielka Ropyce,140
4977,Wilcza Borkin,215
4978,Zielony Dębnnica,144
4979,Gliniana Lisice,107
4980,Czarny Brzoznica,145
4981,Mokra Wierzchin,539
4982,Leśna Piaskcze,250
4983,Wydłużona Odrice,356
4984,Wilcza Głęboczek,120
4985,Czarna Lisnik,534
4986,Biała Krosno,588
4987,Spokojna Wolica,5
4988,Dolna Brzozcze,104
4989,Wesoła Miechęta,339
4990,Wielki Piaskice,199
4991,Leśna Czerncze,591
4992,Miła Sosnek,151
4993,Górny Piaskanka,441
4994,Radosna Bielawa,285
4995,Nowy Dębnek,110
4996,Zielona Dębnówka,551
4997,Wielka Sosnisko,431
4998,Wielki Olszyny,121
4999,Dolna Strumin,301
5000,Twarda Kamienów,412
5001,Wielka Rudów,309
5002,Zielony Lisęta,492
5003,Zimna Rudanka,72
5004,Zielona Strumówka,118
5005,Piaszczysta Skała,214
5006,Wilcza Gościniec,276
5007,Dolny Łęgów,250
5008,Strumnica,521
5009,Mały Białowo,268
5010,Cicha Korytisko,557
5011,Dolny Strumnik,306
5012,Piaszczysta Gościniec,176
5013,Gładka Strumnik,215
5014,Nowy Borknica,125
5015,Nowy Kamiencze,194
5016,Sucha Odrek,106
5017,Słoneczna Łęgek,453
5018,Pusta Miechnica,133
5019,Wielki Kobylów,494
5020,Sucha Zawadówka,127
5021,Grabnik,245
5022,Zimna Brzozanka,94
5023,Piaszczysta Kamienek,146
5024,Zielona Żabinanka,513
5025,Zielony Zawadnik,187
5026,Stara Topolówka,499
5027,Gliniana Borkyce,448
5028,Ostra Kopce,366
5029,Wielka Wierzchnica,214
5030,Gliniana Topolek,243
5031,Czerwona Ropin,184
5032,Ciepła Kobylisko,437
5033,Krzywa Dębnęta,360
5034,Mokra Borków,298
5035,Kręta Ropnik,274
5036,Ostra Piaskcze,92
5037,Bagnista Odręta,554
5038,Miła Żabinęta,180
5039,Cichy Brzozówka,343
5040,Gliniana Sosnnica,389
5041,Rudanka,77
5042,Pusta Żabinnik,493
5043,Ostra Lisice,355
5044,Sucha Łęgnik,367
5045,Nowa Stawów,158
5046,Pusta Wierzchnica,560
5047,Spokojna Żabinnica,299
5048,Biała Czernek,40
5049,Ciepła Wierzchanka,375
5050,Twarda Brzeźno,162
5051,Czarna Skrzynka,513
5052,Wielka Topolyce,472
5053,Piaszczysta Rudyce,215
5054,Radosna Strumice,173
5055,Cichy Rudyce,226
5056,Twarda Zawadnica,41
5057,Ciepła Topolek,595
5058,Miła Rudisko,440
5059,Cicha Miechyce,102
5060,Nowa Grabów,147
5061,Nowy Złotanka,192
5062,Szeroka Dębnanka,361
5063,Ostra Łęganka,265
5064,Czerwona Czernów,328
5065,Leśna Borkek,579
5066,Wielka Głęboczek,511
5067,Szeroka Czernno,371
5068,Stara Złotcze,260
5069,Mały Czernno,460
5070,Kręta Grabowo,200
5071,Sucha Grabowo,570
5072,Wilcza Miechęta,397
5073,Czarny Odręta,311
5074,Stara Piaskek,251
5075,Górna Białówka,133
5076,Górny Odrek,255
5077,Kręta Żabinek,362
5078,Wesoła Kamienyce,265
5079,Dolna Żabinin,68
5080,Wysoka Stawek,584
5081,Mokra Topolyce,382
5082,Mały Topolów,431
5083,Wydłużona Kamienęta,404
5084,Wilcza Białówka,175
5085,Mętna Stawno,156
5086,Czerwona Wrzosy,333
5087,Górny Zagórze,80
5088,Ciepła Łęgnik,487
5089,Stara Sosnęta,187
5090,Czerwona Brzozyce,543
5091,Sucha Wydma,500
5092,Szeroka Korytcze,551
5093,Wilcza Sosncze,523
5094,Słoneczna Kamienin,214
5095,Mętna Borkcze,498
5096,Górny Lisin,438
5097,Czerwona Krzywin,365
5098,Czarny Łęgice,438
5099,Zielona Borkęta,226
5100,Pusta Łęgek,459
5101,Zielona Wierzchęta,287
5102,Cichy Miechin,172
5103,Wielka Dębnek,290
5104,Piaszczysta Wierzchno,144
5105,Mętna Borkówka,124
5106,Sucha Wierzchyce,282
5107,Ciepła Dębnnik,512
5108,Zimna Żabinisko,291
5109,Błękitna Złotisko,216
5110,Gliniana Miechin,401
5111,Mała Struga,416
5112,Wysoka Łęgice,260
5113,Ostra Odryce,500
5114,Czarny Borkanka,197
5115,Twarda Miechice,85
5116,Mała Białno,370
5117,Ciepła Strumnica,450
5118,Bagnista Żabinyce,140
5119,Nowy Lisyce,565
5120,Wilcza Korytów,214
5121,Złota Białęta,440
5122,Biała Cisów,245
5123,Bagnista Kobylek,544
5124,Dolny Wierzchisko,159
5125,Biała Czernyce,272
5126,Twarda Kamienisko,63
5127,Leśna Piaskanka,69
5128,Dolna Krzywęta,523
5129,Ciepła Łomża,295
5130,Spokojna Zawadin,293
5131,Piaszczysta Kamiennik,147
5132,Krzywa Korytcze,506
5133,Górny Żabinin,153
5134,Dolna Strumówka,206
5135,Stary Ropówka,281
5136,Szeroka Miechów,341
5137,Kręta Gaj,493
5138,Cicha Kamienowo,276
5139,Cichy Złotanka,134
5140,Biała Most,92
5141,Biała Rudek,494
5142,Spokojna Białnik,538
5143,Mętna Białyce,363
5144,Leśna Białice,94
5145,Ostra Grabek,9
5146,Mętna Łęgnica,39
5147,Kamienanka,16
5148,Mętna Krzywyce,359
5149,Cichy Zarośle,88
5150,Krzywa Strumyce,398
5151,Czarny Brzozno,166
5152,Spokojna Miechów,408
5153,Leśna Borkowo,95
5154,Stary Miechno,58
5155,Ciepła Czernyce,567
5156,Górna Stawisko,390
5157,Twarda Strumek,506
5158,Zimna Kobylanka,545
5159,Nowy Miechisko,391
5160,Odrcze,330
5161,Nowa Krzywno,565
5162,Spokojna Cisów,586
5163,Leśna Łęgowo,132
5164,Górny Czernówka,515
5165,Wydłużona Krosno,209
5166,Pusta Zawadnik,276
5167,Gliniana Odrów,45
5168,Zimna Zawadcze,29
5169,Gładka Białice,425
5170,Mętna Zawadice,468
5171,Mokra Korytowo,271
5172,Stara Strumanka,538
5173,Mętna Złotice,595
5174,Czarny Wierzchek,519
5175,Słoneczna Ropów,543
5176,Czarna Brzozisko,74
5177,Bagnista Brzozyce,104
5178,Dolny Smugi,519
5179,Wilcza Zawadin,502
5180,Spokojna Miechówka,215
5181,Górny Lisów,117
5182,Czerwona Odrice,147
5183,Zimna Rudówka,76
5184,Biała Strumęta,156
5185,Kręta Wierzchów,262
5186,Mała Kamienowo,466
5187,Spokojna Kobylin,456
5188,Mała Łęgnik,126
5189,Słoneczna Borkcze,68
5190,Twarda Kamienno,123
5191,Szeroka Zawadice,572
5192,Wysoka Brzozowo,61
5193,Czerwona Uroczysko,7
5194,Sucha Żabinanka,24
5195,Górny Borkcze,281
5196,Szeroka Krzywcze,251
5197,Twarda Brzozowo,298
5198,Stary Wierzchisko,165
5199,Stara Piaskówka,82
5200,Cicha Wilknica,145
5201,Wesoła Sosny,253
5202,Czerwona Tarnów,128
5203,Wielki Rudówka,495
5204,Kręta Borkowo,534
5205,Wielki Łęgek,225
5206,Miła Białisko,14
5207,Lisów,496
5208,Biała Żabinnica,341
5209,Mała Złotin,377
5210,Ostra Bielawa,587
5211,Błękitna Kobylcze,32
5212,Biała Dębnów,230
5213,Ostra Czernice,176
5214,Błękitna Wierzchcze,404
5215,Zielona Ropówka,393
5216,Nowy Piasknica,569
5217,Spokojna Korytyce,132
5218,Czerwona Wilknica,333
5219,Nowa Kamienanka,221
5220,Wielki Topolyce,51
5221,Złota Białnik,343
5222,Czerwona Złotice,553
5223,Bagnista Żabinowo,121
5224,Wesoła Mokra,595
5225,Krzywa Topolów,248
5226,Wielki Stawęta,501
5227,Twarda Żabinek,409
5228,Leśna Zawadnica,149
5229,Cichy Kobylówka,68
5230,Wydłużona Borkin,9
5231,Krzywa Zawadnica,411
5232,Wesoła Wilkęta,153
5233,Wysoka Strumanka,195
5234,Mały Sosnowiec,464
5235,Piaszczysta Wilkanka,437
5236,Spokojna Topolów,339
5237,Górny Źródło,254
5238,Cicha Białów,52
5239,Radosna Olszyny,508
5240,Biała Wrzosy,234
5241,Piaszczysta Miechowo,403
5242,Wielka Topolęta,168
5243,Nowy Korytów,578
5244,Czerwona Korytówka,517
5245,Wysoka Rudisko,404
5246,Piaszczysta Ropno,63
5247,Bagnista Ropęta,1
5248,Piaszczysta Żabinin,68
5249,Krzywa Czernno,164
5250,Wesoła Kopce,80
5251,Leśna Korytowo,590
5252,Bagnista Pustkowie,494
5253,Górny Topolowo,447
5254,Bagnista Wierzchówka,324
5255,Stary Jar,29
5256,Piaszczysta Żabinowo,115
5257,Mały Borkówka,480
5258,Wielki Borkowo,49
5259,Ciepła Strumyce,517
5260,Cicha Strumno,442
5261,Stary Czernyce,180
5262,Górny Odręta,465
5263,Mały Złotanka,282
5264,Zielona Korytyce,343
5265,Wilcza Strumów,391
5266,Stary Złotin,380
5267,Nowa Łęgisko,80
5268,Sucha Źródło,506
5269,Wydłużona Łąka,136
5270,Nowy Brzozów,570
5271,Ostra Korytin,496
5272,Szeroka Zagórze,275
5273,Błękitna Grabówka,559
5274,Nowa Las,286
5275,Ostra Białno,160
5276,Piaszczysta Stawyce,489
5277,Strumowo,417
5278,Wysoka Liscze,276
5279,Czarna Złotyce,35
5280,Bagnista Korytin,58
5281,Stary Sosnnica,412
5282,Górna Miechyce,183
5283,Cicha Piasków,249
5284,Radosna Sosnnica,199
5285,Pusta Białęta,351
5286,Zielony Czernisko,8
5287,Wesoła Żabinek,431
5288,Leśna Topolyce,185
5289,Czerwona Białówka,410
5290,Biała Strumanka,589
5291,Czerwona Lisek,77
5292,Górna Piaskisko,401
5293,Złota Odrówka,405
5294,Twarda Żabinno,94
5295,Dolny Rudanka,522
5296,Pusta Lisnik,472
5297,Piaszczysta Kamienin,180
5298,Stary Krzywnica,34
5299,Cichy Lisów,355
5300,Mętna Zawadówka,564
5301,Ciepła Rudów,401
5302,Wilcza Korytin,109
5303,Miła Dębnanka,321
5304,Mały Piaskin,563
5305,Krzywa Krzywów,390
5306,Wielki Ropin,473
5307,Kręta Kamienówka,421
5308,Mała Złotówka,582
5309,Wesoła Sosncze,137
5310,Cichy Łęgów,368
5311,Górny Topolcze,257
5312,Kręta Łany,431
5313,Nowa Zawadówka,546
5314,Twarda Krosno,29
5315,Stara Kamienek,160
5316,Bagnista Borkyce,27
5317,Czarny Kamienice,7
5318,Piaszczysta Strumek,295
5319,Nowa Ropęta,586
5320,Szeroka Odryce,408
5321,Dolna Krzywówka,243
5322,Gładka Sosnnica,103
5323,Biała Ropyce,278
5324,Gliniana Strumanka,139
5325,Cichy Grabno,71
5326,Radosna Piaskowo,559
5327,Mętna Korytcze,125
5328,Krzywa Ropówka,120
5329,Ciepła Czernęta,73
5330,Cicha Czernnik,268
5331,Złota Ropek,303
5332,Krzywa Kamienno,249
5333,Kręta Strumek,443
5334,Wydłużona Złotin,287
5335,Wysoka Miechów,517
5336,Stary Łęgów,473
5337,Ciepła Brzozisko,144
5338,Złota Staw,119
5339,Mętna Krosno,160
5340,Dolny Łąka,476
5341,Nowy Zagórze,447
5342,Wielka Wilkno,395
5343,Nowa Łęgcze,398
5344,Nowa Zawadęta,327
5345,Bagnista Las,348
5346,Złota Sosnnik,1
5347,Miła Żabinnica,295
5348,Nowa Piaskyce,494
5349,Leśna Białówka,408
5350,Zielony Krzywnik,310
5351,Piaszczysta Topolnica,239
5352,Krzywa Lisin,595
5353,Mokra Żabinnik,478
5354,Złota Brzozek,98
5355,Cichy Piaskówka,355
5356,Twarda Odrowo,280
5357,Wielki Złotisko,1
5358,Mały Lisno,455
5359,Spokojna Sosnice,360
5360,Zimna Stawisko,301
5361,Cicha Sosnno,170
5362,Pusta Zawadów,260
5363,Dolny Brzozówka,214
5364,Słoneczna Krzywisko,345
5365,Górna Odrno,249
5366,Ostra Brzozanka,271
5367,Mokra Kobylin,382
5368,Stary Wilkice,64
5369,Słoneczna Stawnica,236
5370,Wielka Łąka,161
5371,Twarda Wilkyce,224
5372,Piaszczysta Białcze,122
5373,Topolanka,400
5374,Mały Ropno,410
5375,Mały Zawadek,388
5376,Zielona Wierzchin,537
5377,Wielka Wilkek,155
5378,Krzywa Grabnica,473
5379,Miła Żabinisko,8
5380,Wielka Krzywówka,216
5381,Dolny Borkowo,347
5382,Nowa Łęgnica,122
5383,Gładka Sulisław,286
5384,Mały Liscze,243
5385,Miła Żabinnik,269
5386,Mętna Żabinin,483
5387,Gładka Brzozek,313
5388,Słoneczna Korytnik,576
5389,Błękitna Łęgice,195
5390,Gładka Wierzchnik,102
5391,Wydłużona Żabinówka,232
5392,Górny Knieja,32
5393,Błękitna Wilkcze,143
5394,Wydłużona Wierzchno,512
5395,Gliniana Czernęta,249
5396,Nowa Zagórze,242
5397,Szeroka Korytnik,191
5398,Piaszczysta Brzoznica,298
5399,Gliniana Topolówka,275
5400,Kobylów,118
5401,Górny Czernów,24
5402,Pusta Rudanka,377
5403,Zielona Lisyce,156
5404,Czarna Czernin,475
5405,Czarny Złotów,259
5406,Błękitna Borkek,346
5407,Cicha Kobylno,513
5408,Strumnik,538
5409,Błękitna Piasknica,257
5410,Górny Białice,33
5411,Miła Kamienówka,503
5412,Mały Dębnnica,265
5413,Sucha Złotice,27
5414,Górna Stawyce,334
5415,Górny Głęboczek,346
5416,Czerwona Wolica,298
5417,Sucha Krzywnik,33
5418,Czarny Białęta,349
5419,Górna Dębnno,474
5420,Wesoła Złotnica,430
5421,Biała Odranka,576
5422,Mała Grabęta,372
5423,Spokojna Krzywów,323
5424,Stara Odrin,526
5425,Czarny Grabowo,420
5426,Ostra Grabisko,363
5427,Wydłużona Brzozice,22
5428,Zielona Czernów,374
5429,Złota Lisęta,318
5430,Bagnista Lisice,250
5431,Wielki Białnik,505
5432,Wydłużona Mokra,8
5433,Wielki Żabinisko,571
5434,Wesoła Borków,59
5435,Wysoka Strumęta,350
5436,Zimna Strumnica,200
5437,Krzywa Zawadin,487
5438,Słoneczna Wilków,189
5439,Szeroka Kobylanka,361
5440,Cisna,25
5441,Zimna Zawadek,173
5442,Mała Smugi,136
5443,Wysoka Zawadówka,405
5444,Pusta Kamiencze,526
5445,Bagnista Białowo,430
5446,Pusta Stawyce,94
5447,Złota Wilkówka,11
5448,Stara Kobylno,31
5449,Pusta Gościniec,444
5450,Złota Miechów,585
5451,Mętna Czernanka,438
5452,Szeroka Białnica,483
5453,Mokra Rudice,99
5454,Wilcza Kobylice,444
5455,Błękitna Wolica,578
5456,Kręta Korytnica,93
5457,Wielka Ropnik,521
5458,Biała Złotisko,503
5459,Wysoka Złotanka,567
5460,Górna Dębnęta,184
5461,Złota Strumin,95
5462,Stara Grabanka,498
5463,Biała Miechówka,168
5464,Bagnista Ropów,426
5465,Zielona Las,351
5466,Górna Topolnik,37
5467,Gładka Piasków,27
5468,Miła Czernnica,99
5469,Sucha Złotin,492
5470,Cichy Korytek,590
5471,Wielki Czernisko,29
5472,Czarna Korytisko,275
5473,Wielka Rzeka,364
5474,Cichy Grabyce,233
5475,Stary Strumno,476
5476,Dolna Borkanka,40
5477,Sucha Wilkin,282
5478,Nowy Kamień,29
5479,Stara Rudek,76
5480,Twarda Czernno,418
5481,Zielony Białów,420
5482,Krzywa Wierzchyce,523
5483,Zawadowo,170
5484,Leśna Krzywówka,366
5485,Stara Wilkin,152
5486,Pusta Dębnno,322
5487,Bagnista Ropice,99
5488,Stara Łęganka,16
5489,Wesoła Piaskówka,506
5490,Czarny Grabnik,146
5491,Czarny Topolyce,472
5492,Czerwona Rudów,188
5493,Słoneczna Czernisko,479
5494,Wydłużona Piaskin,143
5495,Sucha Krzywek,321
5496,Wielka Rudęta,487
5497,Wilcza Łęgice,572
5498,Stary Czernówka,97
5499,Miła Korytin,65
5500,Sucha Grabek,263
5501,Biała Stawice,563
5502,Czarna Kamienin,206
5503,Ostra Grabyce,227
5504,Gliniana Kamienice,236
5505,Sucha Odręta,387
5506,Dolna Piaskno,59
5507,Złota Odryce,548
5508,Zimna Żabinnik,279
5509,Stary Miechanka,491
5510,Cicha Radom,264
5511,Kręta Kamiencze,57
5512,Radosna Łęgice,218
5513,Dolna Żabinanka,571
5514,Ostra Kamienówka,61
5515,Dolny Złotanka,498
5516,Gładka Sosnek,34
5517,Ostra Stróże,250
5518,Strumów,494
5519,Wydłużona Krzywęta,42
5520,Wielki Wadowice,152
5521,Kręta Strumice,52
5522,Wielki Wierzchisko,310
5523,Słoneczna Zawadno,262
5524,Wielki Brzozanka,370
5525,Słoneczna Grabice,103
5526,Wilcza Stawin,449
5527,Mętna Strumnik,460
5528,Wilcza Sosnyce,160
5529,Wydłużona Topolcze,215
5530,Pusta Brzozęta,494
5531,Pusta Ropcze,290
5532,Leśna Sosnów,494
5533,Czarna Świerki,314
5534,Ponikła,185
5535,Leśna Czernówka,103
5536,Dolny Czernno,286
5537,Wilcza Odrcze,77
5538,Górna Wierzchęta,558
5539,Mętna Złotanka,464
5540,Wilcza Grabówka,490
5541,Górna Łęgek,348
5542,Piaszczysta Odrnik,45
5543,Kręta Baranów,30
5544,Ostra Odrnica,293
5545,Mętna Czernyce,475
5546,Liscze,215
5547,Wielka Rudówka,523
5548,Wielki Złotnik,362
5549,Cicha Liscze,256
5550,Nowy Rudice,522
5551,Wielki Żabinówka,11
5552,Gliniana Białówka,55
5553,Słoneczna Wilkisko,24
5554,Spokojna Krzywisko,248
5555,Zimna Kamiennica,74
5556,Wielki Strumówka,170
5557,Zielona Piaskęta,536
5558,Spokojna Las,403
5559,Sucha Dębnnik,598
5560,Pusta Brzozcze,181
5561,Zimna Strumów,210
5562,Dolny Brzozcze,234
5563,Mokra Białnik,67
5564,Nowa Korytno,214
5565,Błękitna Strumice,319
5566,Biała Łęganka,54
5567,Czarna Piasków,83
5568,Mętna Topolowo,379
5569,Nowa Ropno,253
5570,Dolny Brzozno,204
5571,Wydłużona Czernówka,251
5572,Cichy Czernnica,169
5573,Wielka Wierzchcze,549
5574,Twarda Dębnanka,230
5575,Kręta Wilkęta,46
5576,Stary Wierzchek,459
5577,Wielki Krzywowo,192
5578,Bagnista Strumnik,163
5579,Gliniana Skała,28
5580,Dolna Piaskyce,547
5581,Złota Brzozcze,65
5582,Czarny Brzozówka,555
5583,Górna Strumin,499
5584,Dolny Dębnęta,100
5585,Zielona Borkisko,279
5586,Kręta Rudówka,182
5587,Błękitna Borknica,418
5588,Kręta Rudice,10
5589,Złota Białice,149
5590,Błękitna Odrice,357
5591,Mokra Jar,490
5592,Dolna Żabinówka,35
