id_diagnozy,nazwa,opis
1509,Osteoporoza,Wymaga dalszej diagnostyki.
1510,Zapalenie zatok,"Przebieg łagodny, leczenie objawowe."
1511,Niedoczynność tarczycy,Konieczność obserwacji w warunkach domowych.
1512,COVID-19,Leczenie szpitalne nie jest wymagane.
1513,Migrena,"Przebieg łagodny, leczenie objawowe."
1514,Angina,Zalecane leczenie farmakologiczne.
1515,Angina,Konieczność obserwacji w warunkach domowych.
1516,Zapalenie gardła,"Przebieg łagodny, leczenie objawowe."
1517,Alergia sezonowa,Wymaga dalszej diagnostyki.
1518,Cukrzyca typu 2,Konieczność obserwacji w warunkach domowych.
1519,Zawał serca,Wymaga dalszej diagnostyki.
1520,Zapalenie wątroby typu A,Stosować leki zgodnie z zaleceniami.
1521,Niedoczynność tarczycy,Zalecane leczenie farmakologiczne.
1522,Zapalenie zatok,Stosować leki zgodnie z zaleceniami.
1523,Zespół napięcia przedmiesiączkowego,Stosować leki zgodnie z zaleceniami.
1524,COVID-19,Konieczność obserwacji w warunkach domowych.
1525,Zapalenie wątroby typu A,Zalecana zmiana stylu życia i diety.
1526,Nowotwór płuc,Zalecana zmiana stylu życia i diety.
1527,Zapalenie oskrzeli,"Ryzyko nawrotu choroby, zachować ostrożność."
1528,Zapalenie oskrzeli,"Ryzyko nawrotu choroby, zachować ostrożność."
1529,Kamica nerkowa,Stosować leki zgodnie z zaleceniami.
1530,Angina,Konieczność obserwacji w warunkach domowych.
1531,Nowotwór płuc,Wskazane badania kontrolne za 2 tygodnie.
1532,Migrena,Wskazane badania kontrolne za 2 tygodnie.
1533,Zapalenie ucha środkowego,"Ryzyko nawrotu choroby, zachować ostrożność."
1534,Angina,Wskazane badania kontrolne za 2 tygodnie.
1535,Zapalenie oskrzeli,"Ryzyko nawrotu choroby, zachować ostrożność."
1536,Nadciśnienie,"Ryzyko nawrotu choroby, zachować ostrożność."
1537,Choroba wieńcowa,Leczenie szpitalne nie jest wymagane.
1538,Nadciśnienie,Wymaga dalszej diagnostyki.
1539,Anemia,Wymaga dalszej diagnostyki.
1540,Nowotwór piersi,Wskazane badania kontrolne za 2 tygodnie.
1541,Borelioza,"Przebieg łagodny, leczenie objawowe."
1542,Nowotwór płuc,Zalecane leczenie farmakologiczne.
1543,Kamica nerkowa,Konieczność obserwacji w warunkach domowych.
1544,Zawał serca,"Przebieg łagodny, leczenie objawowe."
1545,Zapalenie spojówek,Wymaga dalszej diagnostyki.
1546,Grypa,Zalecana konsultacja specjalistyczna.
1547,Angina,Leczenie szpitalne nie jest wymagane.
1548,Zawał serca,Wymaga dalszej diagnostyki.
1549,Alergia sezonowa,"Ryzyko nawrotu choroby, zachować ostrożność."
1550,Zespół jelita drażliwego,Zalecana zmiana stylu życia i diety.
1551,Zespół napięcia przedmiesiączkowego,Leczenie szpitalne nie jest wymagane.
1552,Astma,Konieczność obserwacji w warunkach domowych.
1553,Zapalenie gardła,Leczenie szpitalne nie jest wymagane.
1554,Atopowe zapalenie skóry,Zalecana konsultacja specjalistyczna.
1555,Zawał serca,Konieczność obserwacji w warunkach domowych.
1556,Zapalenie pęcherza,Zalecane leczenie farmakologiczne.
1557,Choroba refluksowa,Zalecana zmiana stylu życia i diety.
1558,Borelioza,Wskazane badania kontrolne za 2 tygodnie.
1559,Zapalenie gardła,Zalecana konsultacja specjalistyczna.
1560,Cukrzyca typu 2,"Przebieg łagodny, leczenie objawowe."
1561,Nowotwór płuc,"Ryzyko nawrotu choroby, zachować ostrożność."
1562,Anemia,Zalecane leczenie farmakologiczne.
1563,Zespół napięcia przedmiesiączkowego,Zalecana konsultacja specjalistyczna.
1564,Zespół napięcia przedmiesiączkowego,Zalecane leczenie farmakologiczne.
1565,Zapalenie zatok,Zalecana konsultacja specjalistyczna.
1566,Depresja,Stosować leki zgodnie z zaleceniami.
1567,Atopowe zapalenie skóry,"Przebieg łagodny, leczenie objawowe."
1568,Zawał serca,Wymaga dalszej diagnostyki.
1569,Migrena,Zalecana konsultacja specjalistyczna.
1570,Reumatoidalne zapalenie stawów,Zalecana konsultacja specjalistyczna.
1571,Angina,"Ryzyko nawrotu choroby, zachować ostrożność."
1572,Atopowe zapalenie skóry,Stosować leki zgodnie z zaleceniami.
1573,Zapalenie wątroby typu A,Zalecane leczenie farmakologiczne.
1574,Zapalenie płuc,Leczenie szpitalne nie jest wymagane.
1575,Migrena,Wskazane badania kontrolne za 2 tygodnie.
1576,Nowotwór płuc,Zalecane leczenie farmakologiczne.
1577,Zespół jelita drażliwego,Wskazane badania kontrolne za 2 tygodnie.
1578,Zapalenie wątroby typu A,Wymaga dalszej diagnostyki.
1579,Cukrzyca typu 2,Wymaga dalszej diagnostyki.
1580,Choroba wieńcowa,Stosować leki zgodnie z zaleceniami.
1581,Nowotwór płuc,Wskazane badania kontrolne za 2 tygodnie.
1582,Anemia,Zalecana konsultacja specjalistyczna.
1583,Zapalenie gardła,Zalecane leczenie farmakologiczne.
1584,Zapalenie pęcherza,Wymaga dalszej diagnostyki.
1585,Alergia sezonowa,"Przebieg łagodny, leczenie objawowe."
1586,Zawał serca,Leczenie szpitalne nie jest wymagane.
1587,Zapalenie płuc,Leczenie szpitalne nie jest wymagane.
1588,Choroba wieńcowa,"Ryzyko nawrotu choroby, zachować ostrożność."
1589,Cukrzyca typu 2,Zalecana konsultacja specjalistyczna.
1590,Zapalenie spojówek,Wymaga dalszej diagnostyki.
1591,Zapalenie oskrzeli,"Przebieg łagodny, leczenie objawowe."
1592,Egzema,Zalecana konsultacja specjalistyczna.
1593,Zapalenie zatok,Zalecana konsultacja specjalistyczna.
1594,Niedoczynność tarczycy,Zalecane leczenie farmakologiczne.
1595,Zapalenie płuc,Zalecane leczenie farmakologiczne.
1596,Grypa,Wymaga dalszej diagnostyki.
1597,Zespół jelita drażliwego,Zalecana zmiana stylu życia i diety.
1598,Grypa,Konieczność obserwacji w warunkach domowych.
1599,Reumatoidalne zapalenie stawów,Stosować leki zgodnie z zaleceniami.
1600,Anemia,"Ryzyko nawrotu choroby, zachować ostrożność."
1601,COVID-19,"Przebieg łagodny, leczenie objawowe."
1602,Nowotwór płuc,"Ryzyko nawrotu choroby, zachować ostrożność."
1603,Nowotwór płuc,"Przebieg łagodny, leczenie objawowe."
1604,Migrena,Zalecana konsultacja specjalistyczna.
1605,Zespół napięcia przedmiesiączkowego,Leczenie szpitalne nie jest wymagane.
1606,Cukrzyca typu 2,Zalecana konsultacja specjalistyczna.
1607,Reumatoidalne zapalenie stawów,Leczenie szpitalne nie jest wymagane.
1608,Osteoporoza,Wymaga dalszej diagnostyki.
1609,Nowotwór płuc,Leczenie szpitalne nie jest wymagane.
1610,Cukrzyca typu 2,Zalecana zmiana stylu życia i diety.
1611,Zapalenie pęcherza,"Przebieg łagodny, leczenie objawowe."
1612,Zapalenie spojówek,Stosować leki zgodnie z zaleceniami.
1613,Depresja,Konieczność obserwacji w warunkach domowych.
1614,Zapalenie spojówek,Zalecane leczenie farmakologiczne.
1615,Zapalenie wątroby typu A,Zalecane leczenie farmakologiczne.
1616,Kamica nerkowa,Wskazane badania kontrolne za 2 tygodnie.
1617,Angina,"Przebieg łagodny, leczenie objawowe."
1618,Zapalenie płuc,Wskazane badania kontrolne za 2 tygodnie.
1619,Zawał serca,Zalecana zmiana stylu życia i diety.
1620,Depresja,Zalecana konsultacja specjalistyczna.
1621,Nowotwór płuc,Zalecana zmiana stylu życia i diety.
1622,Zapalenie spojówek,Zalecana konsultacja specjalistyczna.
1623,Anemia,Zalecana zmiana stylu życia i diety.
1624,Choroba refluksowa,"Ryzyko nawrotu choroby, zachować ostrożność."
1625,Cukrzyca typu 2,Wskazane badania kontrolne za 2 tygodnie.
1626,Angina,Wskazane badania kontrolne za 2 tygodnie.
1627,Cukrzyca typu 2,Leczenie szpitalne nie jest wymagane.
1628,Nadciśnienie,Zalecana konsultacja specjalistyczna.
1629,Zapalenie oskrzeli,Stosować leki zgodnie z zaleceniami.
1630,Zespół jelita drażliwego,Wskazane badania kontrolne za 2 tygodnie.
1631,Zespół jelita drażliwego,"Ryzyko nawrotu choroby, zachować ostrożność."
1632,Borelioza,Konieczność obserwacji w warunkach domowych.
1633,Kamica nerkowa,Konieczność obserwacji w warunkach domowych.
1634,Nowotwór płuc,Leczenie szpitalne nie jest wymagane.
1635,Atopowe zapalenie skóry,Wskazane badania kontrolne za 2 tygodnie.
1636,Reumatoidalne zapalenie stawów,"Ryzyko nawrotu choroby, zachować ostrożność."
1637,Borelioza,Wymaga dalszej diagnostyki.
1638,Atopowe zapalenie skóry,Stosować leki zgodnie z zaleceniami.
1639,Cukrzyca typu 2,Konieczność obserwacji w warunkach domowych.
1640,Zespół jelita drażliwego,Konieczność obserwacji w warunkach domowych.
1641,Choroba refluksowa,Zalecana zmiana stylu życia i diety.
1642,Depresja,Stosować leki zgodnie z zaleceniami.
1643,Kamica nerkowa,"Przebieg łagodny, leczenie objawowe."
1644,Egzema,Stosować leki zgodnie z zaleceniami.
1645,Zapalenie zatok,"Przebieg łagodny, leczenie objawowe."
1646,Borelioza,Leczenie szpitalne nie jest wymagane.
1647,Zapalenie spojówek,Konieczność obserwacji w warunkach domowych.
1648,Choroba wieńcowa,Zalecana zmiana stylu życia i diety.
1649,Zapalenie wątroby typu A,"Przebieg łagodny, leczenie objawowe."
1650,Reumatoidalne zapalenie stawów,Konieczność obserwacji w warunkach domowych.
1651,Egzema,Stosować leki zgodnie z zaleceniami.
1652,Kamica nerkowa,"Przebieg łagodny, leczenie objawowe."
1653,Nowotwór piersi,Zalecana zmiana stylu życia i diety.
1654,Alergia sezonowa,Wymaga dalszej diagnostyki.
1655,Choroba refluksowa,"Przebieg łagodny, leczenie objawowe."
1656,COVID-19,Zalecana zmiana stylu życia i diety.
1657,Borelioza,Zalecana konsultacja specjalistyczna.
1658,Atopowe zapalenie skóry,Stosować leki zgodnie z zaleceniami.
1659,Anemia,Wskazane badania kontrolne za 2 tygodnie.
1660,Nowotwór płuc,Konieczność obserwacji w warunkach domowych.
1661,Nowotwór piersi,Leczenie szpitalne nie jest wymagane.
1662,Borelioza,Zalecana konsultacja specjalistyczna.
1663,Choroba wieńcowa,Zalecana zmiana stylu życia i diety.
1664,Cukrzyca typu 2,Konieczność obserwacji w warunkach domowych.
1665,Zapalenie gardła,Wskazane badania kontrolne za 2 tygodnie.
1666,Niedoczynność tarczycy,Zalecane leczenie farmakologiczne.
1667,Cukrzyca typu 2,"Przebieg łagodny, leczenie objawowe."
1668,Choroba wieńcowa,"Ryzyko nawrotu choroby, zachować ostrożność."
1669,Nowotwór piersi,Leczenie szpitalne nie jest wymagane.
1670,Zespół jelita drażliwego,Leczenie szpitalne nie jest wymagane.
1671,Zapalenie spojówek,"Przebieg łagodny, leczenie objawowe."
1672,Zespół jelita drażliwego,Zalecane leczenie farmakologiczne.
1673,Zapalenie wątroby typu A,"Ryzyko nawrotu choroby, zachować ostrożność."
1674,Migrena,"Ryzyko nawrotu choroby, zachować ostrożność."
1675,Zapalenie wątroby typu A,Wskazane badania kontrolne za 2 tygodnie.
1676,Kamica nerkowa,Wymaga dalszej diagnostyki.
1677,Reumatoidalne zapalenie stawów,Zalecana konsultacja specjalistyczna.
1678,Zapalenie gardła,Stosować leki zgodnie z zaleceniami.
1679,Astma,Zalecane leczenie farmakologiczne.
1680,Cukrzyca typu 2,Konieczność obserwacji w warunkach domowych.
1681,Migrena,Leczenie szpitalne nie jest wymagane.
1682,Zespół jelita drażliwego,Zalecana konsultacja specjalistyczna.
1683,Migrena,Wskazane badania kontrolne za 2 tygodnie.
1684,COVID-19,Zalecane leczenie farmakologiczne.
1685,Astma,Zalecane leczenie farmakologiczne.
1686,Zapalenie gardła,Stosować leki zgodnie z zaleceniami.
1687,Zespół jelita drażliwego,Konieczność obserwacji w warunkach domowych.
1688,Zapalenie wątroby typu A,"Przebieg łagodny, leczenie objawowe."
1689,Depresja,"Przebieg łagodny, leczenie objawowe."
1690,Zespół jelita drażliwego,Leczenie szpitalne nie jest wymagane.
1691,Zapalenie ucha środkowego,"Przebieg łagodny, leczenie objawowe."
1692,Osteoporoza,Zalecane leczenie farmakologiczne.
1693,Kamica nerkowa,"Przebieg łagodny, leczenie objawowe."
1694,Zapalenie pęcherza,Wskazane badania kontrolne za 2 tygodnie.
1695,COVID-19,Leczenie szpitalne nie jest wymagane.
1696,Angina,Zalecana konsultacja specjalistyczna.
1697,Nadciśnienie,Zalecana zmiana stylu życia i diety.
1698,Zespół jelita drażliwego,"Ryzyko nawrotu choroby, zachować ostrożność."
1699,Zapalenie gardła,Wymaga dalszej diagnostyki.
1700,Anemia,Wskazane badania kontrolne za 2 tygodnie.
1701,Depresja,"Przebieg łagodny, leczenie objawowe."
1702,Nowotwór piersi,Zalecana zmiana stylu życia i diety.
1703,Zapalenie pęcherza,Zalecana konsultacja specjalistyczna.
1704,Depresja,Konieczność obserwacji w warunkach domowych.
1705,Migrena,Zalecane leczenie farmakologiczne.
1706,Anemia,Konieczność obserwacji w warunkach domowych.
1707,Zapalenie wątroby typu A,Zalecana zmiana stylu życia i diety.
1708,Zespół napięcia przedmiesiączkowego,"Ryzyko nawrotu choroby, zachować ostrożność."
1709,COVID-19,"Przebieg łagodny, leczenie objawowe."
1710,Migrena,Wymaga dalszej diagnostyki.
1711,Zapalenie spojówek,"Ryzyko nawrotu choroby, zachować ostrożność."
1712,Zawał serca,Zalecana konsultacja specjalistyczna.
1713,Zespół napięcia przedmiesiączkowego,Zalecana zmiana stylu życia i diety.
1714,Zespół napięcia przedmiesiączkowego,Zalecane leczenie farmakologiczne.
1715,Zespół jelita drażliwego,"Przebieg łagodny, leczenie objawowe."
1716,Atopowe zapalenie skóry,Wskazane badania kontrolne za 2 tygodnie.
1717,Borelioza,Stosować leki zgodnie z zaleceniami.
1718,Angina,"Ryzyko nawrotu choroby, zachować ostrożność."
1719,Zespół napięcia przedmiesiączkowego,"Ryzyko nawrotu choroby, zachować ostrożność."
1720,COVID-19,Stosować leki zgodnie z zaleceniami.
1721,Osteoporoza,Wymaga dalszej diagnostyki.
1722,Zespół napięcia przedmiesiączkowego,Zalecana konsultacja specjalistyczna.
1723,Niedoczynność tarczycy,"Przebieg łagodny, leczenie objawowe."
1724,COVID-19,Stosować leki zgodnie z zaleceniami.
1725,Zapalenie ucha środkowego,Wskazane badania kontrolne za 2 tygodnie.
1726,Zespół jelita drażliwego,"Przebieg łagodny, leczenie objawowe."
1727,Choroba refluksowa,"Przebieg łagodny, leczenie objawowe."
1728,Zespół napięcia przedmiesiączkowego,Zalecana zmiana stylu życia i diety.
1729,Nowotwór płuc,Zalecane leczenie farmakologiczne.
1730,Anemia,Wymaga dalszej diagnostyki.
1731,Zawał serca,Zalecane leczenie farmakologiczne.
1732,Zespół napięcia przedmiesiączkowego,Zalecana zmiana stylu życia i diety.
1733,Zapalenie ucha środkowego,Stosować leki zgodnie z zaleceniami.
1734,Zespół napięcia przedmiesiączkowego,Zalecane leczenie farmakologiczne.
1735,Atopowe zapalenie skóry,Wskazane badania kontrolne za 2 tygodnie.
1736,Zawał serca,Wskazane badania kontrolne za 2 tygodnie.
1737,Nadciśnienie,Wskazane badania kontrolne za 2 tygodnie.
1738,Choroba wieńcowa,Stosować leki zgodnie z zaleceniami.
1739,Depresja,Konieczność obserwacji w warunkach domowych.
1740,Zapalenie płuc,Konieczność obserwacji w warunkach domowych.
1741,Nowotwór płuc,Zalecana konsultacja specjalistyczna.
1742,Zapalenie pęcherza,"Przebieg łagodny, leczenie objawowe."
1743,Egzema,Zalecane leczenie farmakologiczne.
1744,Zespół napięcia przedmiesiączkowego,Stosować leki zgodnie z zaleceniami.
1745,Astma,"Przebieg łagodny, leczenie objawowe."
1746,Nadciśnienie,Zalecana konsultacja specjalistyczna.
1747,Nadciśnienie,Zalecana zmiana stylu życia i diety.
1748,Astma,Konieczność obserwacji w warunkach domowych.
1749,Nadciśnienie,Leczenie szpitalne nie jest wymagane.
1750,Choroba wieńcowa,"Ryzyko nawrotu choroby, zachować ostrożność."
1751,Osteoporoza,Konieczność obserwacji w warunkach domowych.
1752,Osteoporoza,Wskazane badania kontrolne za 2 tygodnie.
1753,Zespół jelita drażliwego,Zalecana konsultacja specjalistyczna.
1754,Depresja,Wskazane badania kontrolne za 2 tygodnie.
1755,Zapalenie zatok,Zalecana konsultacja specjalistyczna.
1756,Cukrzyca typu 2,"Przebieg łagodny, leczenie objawowe."
1757,Nadciśnienie,Zalecana zmiana stylu życia i diety.
1758,Astma,Zalecana zmiana stylu życia i diety.
1759,Alergia sezonowa,Konieczność obserwacji w warunkach domowych.
1760,Nowotwór płuc,Wskazane badania kontrolne za 2 tygodnie.
1761,Zapalenie pęcherza,"Przebieg łagodny, leczenie objawowe."
1762,Angina,"Przebieg łagodny, leczenie objawowe."
1763,Cukrzyca typu 2,Wymaga dalszej diagnostyki.
1764,Migrena,Konieczność obserwacji w warunkach domowych.
1765,Alergia sezonowa,Leczenie szpitalne nie jest wymagane.
1766,Zapalenie gardła,"Ryzyko nawrotu choroby, zachować ostrożność."
1767,Zapalenie płuc,Zalecana konsultacja specjalistyczna.
1768,Osteoporoza,Leczenie szpitalne nie jest wymagane.
1769,Alergia sezonowa,"Przebieg łagodny, leczenie objawowe."
1770,Grypa,Stosować leki zgodnie z zaleceniami.
1771,Zapalenie pęcherza,Konieczność obserwacji w warunkach domowych.
1772,Angina,Leczenie szpitalne nie jest wymagane.
1773,Astma,Wskazane badania kontrolne za 2 tygodnie.
1774,Reumatoidalne zapalenie stawów,Zalecana konsultacja specjalistyczna.
1775,Astma,"Ryzyko nawrotu choroby, zachować ostrożność."
1776,Osteoporoza,Zalecana konsultacja specjalistyczna.
1777,Anemia,Zalecana zmiana stylu życia i diety.
1778,Zapalenie płuc,Zalecana zmiana stylu życia i diety.
1779,Zespół jelita drażliwego,"Ryzyko nawrotu choroby, zachować ostrożność."
1780,Anemia,"Ryzyko nawrotu choroby, zachować ostrożność."
1781,Alergia sezonowa,Wymaga dalszej diagnostyki.
1782,Anemia,Zalecana konsultacja specjalistyczna.
1783,Zapalenie oskrzeli,Wymaga dalszej diagnostyki.
1784,Zespół napięcia przedmiesiączkowego,Zalecana konsultacja specjalistyczna.
1785,Grypa,Konieczność obserwacji w warunkach domowych.
1786,Nowotwór piersi,Leczenie szpitalne nie jest wymagane.
1787,Atopowe zapalenie skóry,Wskazane badania kontrolne za 2 tygodnie.
1788,Niedoczynność tarczycy,Leczenie szpitalne nie jest wymagane.
1789,Nowotwór piersi,Leczenie szpitalne nie jest wymagane.
1790,Zapalenie ucha środkowego,Zalecana zmiana stylu życia i diety.
1791,Niedoczynność tarczycy,Konieczność obserwacji w warunkach domowych.
1792,Zapalenie spojówek,Zalecana konsultacja specjalistyczna.
1793,Atopowe zapalenie skóry,Zalecana konsultacja specjalistyczna.
1794,Zapalenie oskrzeli,"Przebieg łagodny, leczenie objawowe."
1795,Cukrzyca typu 2,Zalecana zmiana stylu życia i diety.
1796,Zapalenie płuc,Konieczność obserwacji w warunkach domowych.
1797,Zapalenie gardła,Zalecana zmiana stylu życia i diety.
1798,Zapalenie spojówek,Wskazane badania kontrolne za 2 tygodnie.
1799,Zespół napięcia przedmiesiączkowego,Konieczność obserwacji w warunkach domowych.
1800,Zapalenie płuc,Zalecane leczenie farmakologiczne.
1801,Kamica nerkowa,"Ryzyko nawrotu choroby, zachować ostrożność."
1802,Egzema,Zalecane leczenie farmakologiczne.
1803,COVID-19,Wskazane badania kontrolne za 2 tygodnie.
1804,Osteoporoza,"Ryzyko nawrotu choroby, zachować ostrożność."
1805,Reumatoidalne zapalenie stawów,Konieczność obserwacji w warunkach domowych.
1806,Niedoczynność tarczycy,"Przebieg łagodny, leczenie objawowe."
1807,Osteoporoza,Zalecane leczenie farmakologiczne.
1808,Depresja,"Ryzyko nawrotu choroby, zachować ostrożność."
1809,Choroba wieńcowa,"Ryzyko nawrotu choroby, zachować ostrożność."
1810,Niedoczynność tarczycy,"Ryzyko nawrotu choroby, zachować ostrożność."
1811,Nowotwór piersi,Stosować leki zgodnie z zaleceniami.
1812,COVID-19,"Ryzyko nawrotu choroby, zachować ostrożność."
1813,Reumatoidalne zapalenie stawów,Wskazane badania kontrolne za 2 tygodnie.
1814,Astma,"Przebieg łagodny, leczenie objawowe."
1815,Osteoporoza,Wymaga dalszej diagnostyki.
1816,Choroba refluksowa,Stosować leki zgodnie z zaleceniami.
1817,Astma,Stosować leki zgodnie z zaleceniami.
1818,Nowotwór piersi,Wskazane badania kontrolne za 2 tygodnie.
1819,Zapalenie wątroby typu A,Wymaga dalszej diagnostyki.
1820,Choroba refluksowa,Stosować leki zgodnie z zaleceniami.
1821,Nowotwór płuc,Zalecane leczenie farmakologiczne.
1822,Nowotwór płuc,Wymaga dalszej diagnostyki.
1823,Zapalenie ucha środkowego,Stosować leki zgodnie z zaleceniami.
1824,Egzema,Konieczność obserwacji w warunkach domowych.
1825,Zapalenie pęcherza,Zalecane leczenie farmakologiczne.
1826,Migrena,Zalecana konsultacja specjalistyczna.
1827,Zespół jelita drażliwego,Zalecane leczenie farmakologiczne.
1828,Angina,Leczenie szpitalne nie jest wymagane.
1829,COVID-19,Leczenie szpitalne nie jest wymagane.
1830,Zapalenie płuc,Zalecane leczenie farmakologiczne.
1831,Zawał serca,Wskazane badania kontrolne za 2 tygodnie.
1832,Borelioza,Zalecana zmiana stylu życia i diety.
1833,Nowotwór piersi,Stosować leki zgodnie z zaleceniami.
1834,Kamica nerkowa,Konieczność obserwacji w warunkach domowych.
1835,Zapalenie płuc,Zalecane leczenie farmakologiczne.
1836,Zapalenie gardła,"Ryzyko nawrotu choroby, zachować ostrożność."
1837,Atopowe zapalenie skóry,Wskazane badania kontrolne za 2 tygodnie.
1838,Zapalenie oskrzeli,Leczenie szpitalne nie jest wymagane.
1839,Cukrzyca typu 2,Zalecana konsultacja specjalistyczna.
1840,Zespół napięcia przedmiesiączkowego,Stosować leki zgodnie z zaleceniami.
1841,Zawał serca,Konieczność obserwacji w warunkach domowych.
1842,Osteoporoza,Zalecana konsultacja specjalistyczna.
1843,Egzema,Wymaga dalszej diagnostyki.
1844,Zespół napięcia przedmiesiączkowego,Konieczność obserwacji w warunkach domowych.
1845,Niedoczynność tarczycy,"Przebieg łagodny, leczenie objawowe."
1846,Zapalenie oskrzeli,Zalecane leczenie farmakologiczne.
1847,Zapalenie zatok,Zalecane leczenie farmakologiczne.
1848,Reumatoidalne zapalenie stawów,"Przebieg łagodny, leczenie objawowe."
1849,Zapalenie spojówek,Zalecana zmiana stylu życia i diety.
1850,Egzema,Wskazane badania kontrolne za 2 tygodnie.
1851,Osteoporoza,Wskazane badania kontrolne za 2 tygodnie.
1852,Choroba wieńcowa,"Przebieg łagodny, leczenie objawowe."
1853,Grypa,Wymaga dalszej diagnostyki.
1854,Zapalenie pęcherza,Zalecane leczenie farmakologiczne.
1855,Choroba wieńcowa,"Ryzyko nawrotu choroby, zachować ostrożność."
1856,Cukrzyca typu 2,"Przebieg łagodny, leczenie objawowe."
1857,Nowotwór piersi,Zalecana konsultacja specjalistyczna.
1858,Atopowe zapalenie skóry,Wymaga dalszej diagnostyki.
1859,Nadciśnienie,"Ryzyko nawrotu choroby, zachować ostrożność."
1860,Borelioza,Zalecana zmiana stylu życia i diety.
1861,Zapalenie płuc,"Ryzyko nawrotu choroby, zachować ostrożność."
1862,Choroba wieńcowa,Zalecana zmiana stylu życia i diety.
1863,Borelioza,Stosować leki zgodnie z zaleceniami.
1864,Osteoporoza,Zalecana zmiana stylu życia i diety.
1865,Zespół jelita drażliwego,Zalecana zmiana stylu życia i diety.
1866,Anemia,"Przebieg łagodny, leczenie objawowe."
1867,Angina,Wskazane badania kontrolne za 2 tygodnie.
1868,Nowotwór płuc,Konieczność obserwacji w warunkach domowych.
1869,Borelioza,Leczenie szpitalne nie jest wymagane.
1870,Zapalenie zatok,"Ryzyko nawrotu choroby, zachować ostrożność."
1871,Niedoczynność tarczycy,Zalecane leczenie farmakologiczne.
1872,Zapalenie zatok,Konieczność obserwacji w warunkach domowych.
1873,Migrena,Zalecana konsultacja specjalistyczna.
1874,Depresja,"Przebieg łagodny, leczenie objawowe."
1875,Anemia,"Ryzyko nawrotu choroby, zachować ostrożność."
1876,Osteoporoza,Wymaga dalszej diagnostyki.
1877,Zapalenie płuc,Wskazane badania kontrolne za 2 tygodnie.
1878,Niedoczynność tarczycy,Wskazane badania kontrolne za 2 tygodnie.
1879,Borelioza,Konieczność obserwacji w warunkach domowych.
1880,Nadciśnienie,"Przebieg łagodny, leczenie objawowe."
1881,Zapalenie pęcherza,Zalecana zmiana stylu życia i diety.
1882,Nowotwór płuc,Wymaga dalszej diagnostyki.
1883,Kamica nerkowa,Zalecane leczenie farmakologiczne.
1884,Zapalenie wątroby typu A,Wskazane badania kontrolne za 2 tygodnie.
1885,Zapalenie wątroby typu A,Zalecana konsultacja specjalistyczna.
1886,Zapalenie spojówek,"Ryzyko nawrotu choroby, zachować ostrożność."
1887,Angina,Stosować leki zgodnie z zaleceniami.
1888,Zapalenie płuc,Wymaga dalszej diagnostyki.
1889,Zapalenie zatok,"Przebieg łagodny, leczenie objawowe."
1890,Atopowe zapalenie skóry,"Ryzyko nawrotu choroby, zachować ostrożność."
1891,Niedoczynność tarczycy,Zalecana zmiana stylu życia i diety.
1892,COVID-19,Wskazane badania kontrolne za 2 tygodnie.
1893,Zapalenie wątroby typu A,"Przebieg łagodny, leczenie objawowe."
1894,Choroba refluksowa,"Przebieg łagodny, leczenie objawowe."
1895,Zapalenie pęcherza,Stosować leki zgodnie z zaleceniami.
1896,Zapalenie pęcherza,Zalecana zmiana stylu życia i diety.
1897,Kamica nerkowa,Zalecana zmiana stylu życia i diety.
1898,Zespół napięcia przedmiesiączkowego,Wymaga dalszej diagnostyki.
1899,Migrena,Wymaga dalszej diagnostyki.
1900,Nadciśnienie,Zalecane leczenie farmakologiczne.
1901,Osteoporoza,Leczenie szpitalne nie jest wymagane.
1902,Zapalenie wątroby typu A,"Ryzyko nawrotu choroby, zachować ostrożność."
1903,Nadciśnienie,Zalecana konsultacja specjalistyczna.
1904,Astma,Zalecane leczenie farmakologiczne.
1905,Nowotwór płuc,Zalecana konsultacja specjalistyczna.
1906,Zapalenie oskrzeli,Zalecana konsultacja specjalistyczna.
1907,Choroba refluksowa,Stosować leki zgodnie z zaleceniami.
1908,Zapalenie ucha środkowego,Zalecana zmiana stylu życia i diety.
1909,Nadciśnienie,Zalecane leczenie farmakologiczne.
1910,Zapalenie pęcherza,Konieczność obserwacji w warunkach domowych.
1911,Borelioza,Wymaga dalszej diagnostyki.
1912,Zapalenie oskrzeli,Zalecana zmiana stylu życia i diety.
1913,Nadciśnienie,Zalecane leczenie farmakologiczne.
1914,Grypa,"Przebieg łagodny, leczenie objawowe."
1915,Zapalenie pęcherza,Wskazane badania kontrolne za 2 tygodnie.
1916,Atopowe zapalenie skóry,Wymaga dalszej diagnostyki.
1917,Zespół jelita drażliwego,Zalecana zmiana stylu życia i diety.
1918,Choroba refluksowa,Zalecana zmiana stylu życia i diety.
1919,Cukrzyca typu 2,Zalecana zmiana stylu życia i diety.
1920,Choroba refluksowa,Zalecana konsultacja specjalistyczna.
1921,Cukrzyca typu 2,"Ryzyko nawrotu choroby, zachować ostrożność."
1922,Choroba wieńcowa,Zalecana konsultacja specjalistyczna.
1923,Migrena,"Ryzyko nawrotu choroby, zachować ostrożność."
1924,Depresja,Konieczność obserwacji w warunkach domowych.
1925,Zapalenie oskrzeli,Wskazane badania kontrolne za 2 tygodnie.
1926,Borelioza,Zalecana konsultacja specjalistyczna.
1927,Nowotwór płuc,"Ryzyko nawrotu choroby, zachować ostrożność."
